learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.099673,1.1180582559771007E-10,10000.0,73.15,43.184540168466626,43.98080534112247,35.25440077164215,10000.0,4336.0
20000.0,0.148419,1.66485495865345E-10,20000.0,73.515,44.19791823786695,45.487290315941124,37.03043271516879,20000.0,4336.0
30000.0,0.179205,2.010189617673556E-10,30000.0,73.63666666666666,44.446288924532865,45.56779077770129,37.17531178012549,30000.0,4336.0
40000.0,0.200896,2.253503269619412E-10,40000.0,73.57000000000001,44.28284783835474,45.547257275302606,37.02269613391316,40000.0,4336.0
50000.0,0.222608,2.497052484088474E-10,50000.0,73.542,44.28605082075756,45.66476362590873,37.24085582807532,50000.0,4336.0
60000.0,0.246368,2.7635746532016335E-10,60000.0,73.54666666666667,44.33771534131577,45.68661670601924,37.34901713112814,60000.0,4336.0
70000.0,0.267525,3.000898286700249E-10,70000.0,73.62857142857143,44.525342101336705,45.90317664986521,37.65830265779609,70000.0,4336.0
80000.0,0.288887,3.2405214591158765E-10,80000.0,73.64375,44.50626900519644,45.95114198559379,37.577713304517715,80000.0,4336.0
90000.0,0.312717,3.5078288366397224E-10,90000.0,73.6,44.39681042131828,45.86219467736055,37.425930315240585,90000.0,4336.0
100000.0,0.338115,3.792724882562955E-10,100000.0,73.568,44.32090450865887,45.92471358428805,37.32334250213412,100000.0,4336.0
110000.0,0.367972,4.127638704246945E-10,110000.0,73.56,44.32755124291789,45.912370750576514,37.38239283484403,110000.0,4336.0
120000.0,0.397082,4.454173230462604E-10,120000.0,73.625,44.46906208803807,46.10656086638173,37.55056135435368,120000.0,4336.0
130000.0,0.425208,4.769669969876607E-10,130000.0,73.63230769230769,44.47997433101795,46.0656124616474,37.53098119259368,130000.0,4336.0
140000.0,0.452267,5.07319788965914E-10,140000.0,73.66642857142857,44.541796278988734,46.155194321517754,37.56752637550591,140000.0,4336.0
150000.0,0.475165,5.33005077805784E-10,150000.0,73.71333333333332,44.632842031188446,46.22717416504152,37.6699336073348,150000.0,4336.0
160000.0,0.496097,5.564850527379248E-10,160000.0,73.728125,44.66588165760496,46.211723758461396,37.711161164127795,160000.0,4336.0
170000.0,0.520314,5.836498985687892E-10,170000.0,73.68705882352941,44.58432466214754,46.10862127126404,37.62619220257684,170000.0,4336.0
180000.0,0.545835,6.122774754961332E-10,180000.0,73.71277777777779,44.64872392550252,46.16522362417941,37.7104643049906,180000.0,4336.0
190000.0,0.571082,6.405976994170083E-10,190000.0,73.73368421052632,44.68500267747936,46.20343221800621,37.73657879305828,190000.0,4336.0
200000.0,0.593752,6.660272346602546E-10,200000.0,73.729,44.64912045646249,46.186384260065346,37.64744974248214,200000.0,4336.0
210000.0,0.619324,6.947120196289487E-10,210000.0,73.69571428571429,44.57249342560505,46.10986995502571,37.550591267777605,210000.0,4336.0
220000.0,0.641909,7.200462081366116E-10,220000.0,73.72090909090909,44.632508643037845,46.17547387628944,37.629861373321106,220000.0,4336.0
230000.0,0.661058,7.415261450741027E-10,230000.0,73.71695652173914,44.61564352524243,46.18349832633004,37.61120399611947,230000.0,4336.0
240000.0,0.680116,7.629040049182045E-10,240000.0,73.69083333333334,44.55180507817618,46.102039248491266,37.52523053785572,240000.0,4336.0
250000.0,0.700234,7.854708946413465E-10,250000.0,73.67519999999999,44.511030323692005,46.056622022589785,37.46305957030321,250000.0,4336.0
260000.0,0.72225,8.10166820883751E-10,260000.0,73.68923076923078,44.54995039012127,46.08278949525521,37.53492704129153,260000.0,4336.0
270000.0,0.741761,8.320528227421973E-10,270000.0,73.68666666666667,44.53395796405344,46.096008376264216,37.52385307385879,270000.0,4336.0
280000.0,0.761239,8.539018076327113E-10,280000.0,73.66857142857143,44.497761097716904,46.073727325921595,37.493747509601285,280000.0,4336.0
290000.0,0.782278,8.77501807279057E-10,290000.0,73.67,44.499455898000626,46.078230595945115,37.49068790778779,290000.0,4336.0
300000.0,0.806072,9.041921628846063E-10,300000.0,73.63833333333332,44.429772084633775,45.9787152654444,37.411956504534714,300000.0,4336.0
310000.0,0.832485,9.338203196724257E-10,310000.0,73.63290322580646,44.42218252421331,45.945481238509664,37.41012152259311,310000.0,4336.0
320000.0,0.855685,9.59844369855192E-10,320000.0,73.623125,44.40899684800609,45.929636652488085,37.405633092564855,320000.0,4336.0
330000.0,0.88022,9.873659246497684E-10,330000.0,73.63484848484848,44.43775600683238,45.98948407402118,37.46810697370217,330000.0,4336.0
340000.0,0.907135,1.0175571880406805E-9,340000.0,73.64,44.457441723282436,46.024270529073455,37.49459500927568,340000.0,4336.0
350000.0,0.934917,1.0487209881345433E-9,350000.0,73.63828571428571,44.437936170707054,46.020230858787656,37.44593147025721,350000.0,4336.0
360000.0,0.966521,1.0841720261507565E-9,360000.0,73.63222222222223,44.417143641251414,46.00608628878587,37.40999604378214,360000.0,4336.0
370000.0,0.993221,1.1141221183869575E-9,370000.0,73.64432432432433,44.436931493441136,46.01190311418686,37.42034435624122,370000.0,4336.0
380000.0,1.023115,1.1476550044284928E-9,380000.0,73.64657894736843,44.44242821603932,46.02386650281354,37.42587744237343,380000.0,4336.0
390000.0,1.049106,1.176809792717298E-9,390000.0,73.65846153846154,44.464303536549565,46.05063463972315,37.44854964806742,390000.0,4336.0
400000.0,1.069778,1.1999981188111836E-9,400000.0,73.656,44.452864569348115,46.05480728374774,37.42034717644474,400000.0,4336.0
410000.0,1.089303,1.2218998248378437E-9,410000.0,73.65048780487805,44.43469447992779,46.04743379095772,37.384515515782404,410000.0,4336.0
420000.0,1.108106,1.2429916444751953E-9,420000.0,73.65380952380953,44.441807124595265,46.05953953622142,37.39944105633563,420000.0,4336.0
430000.0,1.129123,1.2665669661429195E-9,430000.0,73.65255813953489,44.44366678235395,46.06357503653874,37.408704683822634,430000.0,4336.0
440000.0,1.148987,1.2888489373856123E-9,440000.0,73.65363636363637,44.4320510930479,46.04923907478941,37.375276188624,440000.0,4336.0
450000.0,1.171369,1.313955415454176E-9,450000.0,73.64311111111111,44.41635362360553,46.0364258447875,37.36877679910442,450000.0,4336.0
460000.0,1.192136,1.3372503055466548E-9,460000.0,73.64869565217391,44.42857772209869,46.04997285051762,37.383578273110004,460000.0,4336.0
470000.0,1.212674,1.360288320316209E-9,470000.0,73.64382978723404,44.41313857753571,46.0340418487329,37.36334860390562,470000.0,4336.0
480000.0,1.239845,1.3907667456401723E-9,480000.0,73.64604166666666,44.42601025744135,46.04504954084612,37.398736087810704,480000.0,4336.0
490000.0,1.261115,1.4146258640620448E-9,490000.0,73.63571428571429,44.41017746355538,46.022905324380666,37.39853945270665,490000.0,4336.0
500000.0,1.280237,1.4360755143894094E-9,500000.0,73.6362,44.4147931328947,46.017412813078444,37.409368248617064,500000.0,4336.0
510000.0,1.299369,1.457536381979784E-9,510000.0,73.6307843137255,44.39842376995443,45.99575139645736,37.38132377249553,510000.0,4336.0
520000.0,1.320592,1.4813427792655103E-9,520000.0,73.62442307692308,44.38646343122162,45.98723255108751,37.375347019286956,520000.0,4336.0
530000.0,1.340005,1.5031188519464605E-9,530000.0,73.6222641509434,44.37750140048746,45.97128557902263,37.36132766994641,530000.0,4336.0
540000.0,1.360021,1.5255713255869024E-9,540000.0,73.6387037037037,44.4096702806387,45.98894365208548,37.39208071460928,540000.0,4336.0
