learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.121675,1.3648604767190086E-10,10000.0,74.05000000000001,45.69396003828839,45.31085353003162,38.28775267538646,10000.0,4336.0
20000.0,0.163383,1.8327100823322933E-10,20000.0,73.86500000000001,44.98769606197785,45.704788615352655,37.498505321057046,20000.0,4336.0
30000.0,0.194346,2.1800301969051361E-10,30000.0,74.17,45.61531825985001,46.295654584517294,38.29431438127091,30000.0,4336.0
40000.0,0.217803,2.443153535326322E-10,40000.0,73.80499999999999,44.90289912894234,45.74638844301765,37.87501482272026,40000.0,4336.0
50000.0,0.238874,2.6795124842060933E-10,50000.0,73.764,44.784088570800485,45.89399876263146,37.68171021377672,50000.0,4336.0
60000.0,0.263821,2.9593495445119004E-10,60000.0,73.82166666666666,44.86530843255135,46.077791891242406,37.70771366250247,60000.0,4336.0
70000.0,0.291224,3.266736202769809E-10,70000.0,73.76857142857143,44.7511868621443,46.04014223162597,37.61000305800006,70000.0,4336.0
80000.0,0.310889,3.4873236798577835E-10,80000.0,73.69375000000001,44.613634869039515,45.79523502897619,37.50927933010661,80000.0,4336.0
90000.0,0.332796,3.733060260613759E-10,90000.0,73.7011111111111,44.63320810980848,45.70458559860526,37.538924367973806,90000.0,4336.0
100000.0,0.355266,3.9851121604442594E-10,100000.0,73.702,44.63095828583352,45.72248250810097,37.528506271379705,100000.0,4336.0
110000.0,0.377805,4.2379380514224367E-10,110000.0,73.66454545454545,44.60621395222328,45.690931928535264,37.629986866751345,110000.0,4336.0
120000.0,0.396961,4.4528159416384164E-10,120000.0,73.62166666666667,44.507261276315575,45.61074932558979,37.543901187798426,120000.0,4336.0
130000.0,0.416007,4.666459932923316E-10,130000.0,73.58692307692307,44.41515625537995,45.560769889336335,37.42801953495152,130000.0,4336.0
140000.0,0.43524,4.882201552391051E-10,140000.0,73.58928571428571,44.38951015887035,45.62180128242838,37.35599078341013,140000.0,4336.0
150000.0,0.455159,5.105638214283518E-10,150000.0,73.58333333333333,44.36788764842351,45.586498585592274,37.35177865612648,150000.0,4336.0
160000.0,0.477976,5.361582504378423E-10,160000.0,73.58312500000001,44.36231339444786,45.56658810802459,37.31070999510554,160000.0,4336.0
170000.0,0.502133,5.632557926906478E-10,170000.0,73.54705882352941,44.29651331692907,45.54041780199818,37.263710048687926,170000.0,4336.0
180000.0,0.524767,5.886449457870587E-10,180000.0,73.58222222222223,44.369762133512786,45.605746902918064,37.34088812755306,180000.0,4336.0
190000.0,0.546656,6.131984127892386E-10,190000.0,73.58684210526316,44.3628650840857,45.58416915153158,37.303233221728064,190000.0,4336.0
200000.0,0.567738,6.368466466665265E-10,200000.0,73.612,44.42269072943825,45.66233552292898,37.388333274015025,200000.0,4336.0
210000.0,0.587881,6.59441579547193E-10,210000.0,73.61619047619048,44.425259001410396,45.68198974539965,37.37028915063415,210000.0,4336.0
220000.0,0.607963,6.819680871234996E-10,220000.0,73.61363636363636,44.412211584415985,45.713671177279224,37.346874898816004,220000.0,4336.0
230000.0,0.625818,7.019965102275209E-10,230000.0,73.63826086956522,44.45903411596501,45.78247534225752,37.394680323806384,230000.0,4336.0
240000.0,0.645939,7.245667651295658E-10,240000.0,73.65708333333333,44.488177637146684,45.81458531526667,37.40606900648481,240000.0,4336.0
250000.0,0.667944,7.492503523826595E-10,250000.0,73.662,44.4930355168122,45.817287120239634,37.4132654031139,250000.0,4336.0
260000.0,0.687151,7.707953494456076E-10,260000.0,73.69307692307693,44.56602431628146,45.87095701996662,37.49497386409329,260000.0,4336.0
270000.0,0.710315,7.967790174815386E-10,270000.0,73.69148148148147,44.563547057905076,45.86105712434739,37.491860117214316,270000.0,4336.0
280000.0,0.730038,8.18902825315793E-10,280000.0,73.67642857142857,44.5247503351841,45.873661638785684,37.44770052023662,280000.0,4336.0
290000.0,0.748712,8.39849942260318E-10,290000.0,73.66413793103447,44.50139928380936,45.87243090007086,37.42964583282129,290000.0,4336.0
300000.0,0.769159,8.627858799364828E-10,300000.0,73.661,44.47709472623762,45.86208077832209,37.3770595740971,300000.0,4336.0
310000.0,0.789477,8.85577114919821E-10,310000.0,73.66129032258064,44.4799753178012,45.879124521098184,37.38592966365546,310000.0,4336.0
320000.0,0.808358,9.067564292086491E-10,320000.0,73.643125,44.447789858757695,45.8453991511657,37.37088713809413,320000.0,4336.0
330000.0,0.830708,9.318270120355815E-10,330000.0,73.63121212121212,44.42210684466508,45.8388054499169,37.34149414941493,330000.0,4336.0
340000.0,0.854547,9.58567845324675E-10,340000.0,73.64,44.442443663352584,45.88020748416395,37.374485539196854,340000.0,4336.0
350000.0,0.877804,9.846558339065972E-10,350000.0,73.65342857142856,44.46966358841257,45.91771502301985,37.409300399790936,350000.0,4336.0
360000.0,0.900335,1.009929449194007E-9,360000.0,73.64694444444444,44.45126495904996,45.8854062687163,37.3763977451252,360000.0,4336.0
370000.0,0.923682,1.0361183931430177E-9,370000.0,73.63567567567567,44.43488837293115,45.874924400894415,37.368458224450876,370000.0,4336.0
380000.0,0.948824,1.0643208358022897E-9,380000.0,73.66236842105263,44.48812206885075,45.91628299072692,37.417616087842816,380000.0,4336.0
390000.0,0.97074,1.088904589414596E-9,390000.0,73.66076923076923,44.48429654206622,45.90138033821182,37.41782979267825,390000.0,4336.0
400000.0,0.988838,1.1092055920097558E-9,400000.0,73.65075,44.46845578273839,45.892541788163776,37.41828221951725,400000.0,4336.0
410000.0,1.006804,1.129358526733186E-9,410000.0,73.65170731707316,44.46756909870723,45.905399044576406,37.413531395200614,410000.0,4336.0
420000.0,1.024898,1.1496550424231418E-9,420000.0,73.63928571428572,44.43029934475161,45.85481078649048,37.35678033710727,420000.0,4336.0
430000.0,1.04274,1.1696688830852504E-9,430000.0,73.65255813953489,44.456541362993406,45.882971101026996,37.37860589545598,430000.0,4336.0
440000.0,1.063512,1.1929693818092342E-9,440000.0,73.6475,44.44999584981091,45.88480727316851,37.388764093481356,440000.0,4336.0
450000.0,1.08288,1.2146949768066402E-9,450000.0,73.63933333333334,44.43494306937569,45.88391476316257,37.375342494681114,450000.0,4336.0
460000.0,1.100772,1.2347649037837978E-9,460000.0,73.64760869565218,44.45477893259074,45.88324055018103,37.40136742956294,460000.0,4336.0
470000.0,1.118682,1.254855021834373E-9,470000.0,73.65957446808511,44.48879686899758,45.90461209062507,37.45295077577541,470000.0,4336.0
480000.0,1.137043,1.2754510384466907E-9,480000.0,73.65375,44.48529938963557,45.893748743202586,37.47490828545718,480000.0,4336.0
490000.0,1.158558,1.2995849798123037E-9,490000.0,73.6557142857143,44.49970220164567,45.88658933803958,37.505385922529875,490000.0,4336.0
500000.0,1.176451,1.3196560285157622E-9,500000.0,73.64840000000001,44.487232015804615,45.875268039797234,37.4965014397465,500000.0,4336.0
510000.0,1.194317,1.3396967906090942E-9,510000.0,73.63588235294117,44.46897706592601,45.86314496809131,37.49558377805462,510000.0,4336.0
520000.0,1.21225,1.3598127083645921E-9,520000.0,73.63653846153846,44.46711216551063,45.86793339414256,37.48888534233146,520000.0,4336.0
530000.0,1.231399,1.3812926453020832E-9,530000.0,73.6420754716981,44.482337095987035,45.89162599736617,37.51028843401086,530000.0,4336.0
540000.0,1.254301,1.4069824210471572E-9,540000.0,73.64351851851852,44.48241729933863,45.90357095345787,37.50164671579001,540000.0,4336.0
550000.0,1.274463,1.4295986667275424E-9,550000.0,73.63690909090909,44.470034419899086,45.88371849994027,37.491593523132885,550000.0,4336.0
560000.0,1.292292,1.4495979249477381E-9,560000.0,73.63499999999999,44.46882253518535,45.902294070445286,37.49486687749511,560000.0,4336.0
570000.0,1.311006,1.4705899109443024E-9,570000.0,73.6342105263158,44.469180222776714,45.915550741171266,37.50259912004192,570000.0,4336.0
580000.0,1.330903,1.4929088991549275E-9,580000.0,73.62775862068965,44.46202302848957,45.90596431665871,37.50551569726585,580000.0,4336.0
590000.0,1.350171,1.5145223215222353E-9,590000.0,73.62610169491526,44.4636923224817,45.913611100490456,37.51566063799031,590000.0,4336.0
600000.0,1.368182,1.5347257339292096E-9,600000.0,73.62483333333333,44.46173979621637,45.90652569979251,37.51367188271201,600000.0,4336.0
610000.0,1.387432,1.5563189652230998E-9,610000.0,73.62885245901639,44.46653052629224,45.904974560568704,37.51641095358322,610000.0,4336.0
620000.0,1.406655,1.5778819099068636E-9,620000.0,73.62177419354839,44.45946773193696,45.87864267229682,37.5269782455068,620000.0,4336.0
630000.0,1.42634,1.5999630921416807E-9,630000.0,73.62460317460318,44.468947653528865,45.892393707607596,37.54439904830993,630000.0,4336.0
640000.0,1.446064,1.622088021702236E-9,640000.0,73.62531249999999,44.47499222502215,45.896516245660926,37.560156397385484,640000.0,4336.0
650000.0,1.465265,1.6436262884073781E-9,650000.0,73.63292307692308,44.4910527550533,45.918467165031565,37.58089834033208,650000.0,4336.0
660000.0,1.483861,1.6644859107004266E-9,660000.0,73.63348484848485,44.494683704198366,45.94222662644877,37.59292797073645,660000.0,4336.0
670000.0,1.502006,1.6848396344317326E-9,670000.0,73.63835820895522,44.510770357204606,45.95892066542036,37.62276931552906,670000.0,4336.0
680000.0,1.521374,1.7065652294291385E-9,680000.0,73.64058823529412,44.513047153132234,45.96429454288935,37.6228010648849,680000.0,4336.0
690000.0,1.540256,1.7277456654442677E-9,690000.0,73.62811594202898,44.49147540963105,45.94030932674196,37.6046688657701,690000.0,4336.0
700000.0,1.562175,1.752332784235477E-9,700000.0,73.62357142857144,44.48163332905242,45.91827768014061,37.59252874728751,700000.0,4336.0
710000.0,1.580304,1.7726685603459673E-9,710000.0,73.63028169014085,44.49801048082702,45.93935158984072,37.61745145339925,710000.0,4336.0
720000.0,1.598514,1.793095196286837E-9,720000.0,73.62625,44.485561577611286,45.919875601274754,37.593745275763936,720000.0,4336.0
730000.0,1.616418,1.8131785839796063E-9,730000.0,73.6258904109589,44.48482439103577,45.92980150304991,37.592664023830906,730000.0,4336.0
740000.0,1.635007,1.8340303541885478E-9,740000.0,73.6277027027027,44.48811094258747,45.93130695214427,37.59074134479473,740000.0,4336.0
750000.0,1.653608,1.8548955851131012E-9,750000.0,73.62973333333333,44.4926071703757,45.924153770438025,37.60308676640397,750000.0,4336.0
760000.0,1.675845,1.8798394128680226E-9,760000.0,73.62618421052632,44.48194943851444,45.9081868646389,37.582793314877726,760000.0,4336.0
770000.0,1.697433,1.904055240253607E-9,770000.0,73.62844155844157,44.48582682486037,45.90363082726597,37.58095899716893,770000.0,4336.0
780000.0,1.716714,1.9256832450628275E-9,780000.0,73.63538461538461,44.50053684020666,45.93338293637753,37.5921047839862,780000.0,4336.0
790000.0,1.736602,1.9479921377367437E-9,790000.0,73.6440506329114,44.51844700629671,45.95279318660268,37.60858686499719,790000.0,4336.0
800000.0,1.755261,1.968922428786754E-9,800000.0,73.64275,44.511542121549894,45.95297048736601,37.595113159133085,800000.0,4336.0
810000.0,1.776986,1.993291932675573E-9,810000.0,73.63345679012345,44.49084753684472,45.93203561509969,37.57318531120015,810000.0,4336.0
820000.0,1.797106,2.015861065851317E-9,820000.0,73.63670731707317,44.49831920065123,45.929566544108454,37.5814955332652,820000.0,4336.0
830000.0,1.816731,2.0378749445080754E-9,830000.0,73.63265060240964,44.49443128716906,45.920079470787826,37.58886889467486,830000.0,4336.0
840000.0,1.835342,2.0587513926956384E-9,840000.0,73.6352380952381,44.5008082558202,45.926492024387095,37.592217907604564,840000.0,4336.0
850000.0,1.853645,2.0792823491824993E-9,850000.0,73.63623529411765,44.50404558216072,45.93052995280515,37.598298024014795,850000.0,4336.0
860000.0,1.872434,2.100358464651637E-9,860000.0,73.63186046511629,44.49210932971547,45.92350414815557,37.581956609102086,860000.0,4336.0
870000.0,1.891573,2.1218271843261184E-9,870000.0,73.62896551724138,44.48966965630938,45.90888622212374,37.585897331265826,870000.0,4336.0
880000.0,1.910091,2.1425993119676903E-9,880000.0,73.6303409090909,44.489327740188536,45.909274207646966,37.57821116341628,880000.0,4336.0
890000.0,1.93049,2.165481406781408E-9,890000.0,73.62247191011237,44.47418859357802,45.89524290215005,37.56084067854313,890000.0,4336.0
900000.0,1.952168,2.189798189534081E-9,900000.0,73.63244444444445,44.491468783857954,45.910610781500374,37.57122638283095,900000.0,4336.0
910000.0,1.97034,2.2101821998755132E-9,910000.0,73.63604395604395,44.492439826172834,45.91935872899942,37.5575527116469,910000.0,4336.0
920000.0,1.988755,2.230838789708084E-9,920000.0,73.63630434782608,44.49286256058825,45.92954562680851,37.55461325959739,920000.0,4336.0
930000.0,2.009949,2.254612656931082E-9,930000.0,73.64032258064516,44.50208833546509,45.946631269789464,37.563990892281346,930000.0,4336.0
940000.0,2.032203,2.27957555403312E-9,940000.0,73.64265957446808,44.50912622467757,45.952885280304,37.57583850681287,940000.0,4336.0
950000.0,2.051595,2.3013280704617494E-9,950000.0,73.63947368421051,44.50613851108879,45.96049726916278,37.577117218171615,950000.0,4336.0
960000.0,2.071829,2.3240250804358054E-9,960000.0,73.63552083333333,44.495512881645986,45.95493165866274,37.56453868867746,960000.0,4336.0
970000.0,2.089795,2.3441780151592356E-9,970000.0,73.63154639175258,44.48299260793238,45.95303902426655,37.545112249532394,970000.0,4336.0
980000.0,2.109516,2.366299579540888E-9,980000.0,73.63367346938774,44.48344053742987,45.95583852217799,37.53626131352981,980000.0,4336.0
990000.0,2.127818,2.386829414301448E-9,990000.0,73.6379797979798,44.4885992884435,45.963136731998,37.533449178789766,990000.0,4336.0
1000000.0,2.146741,2.4080558410949176E-9,1000000.0,73.6333,44.478785204052166,45.95869227032644,37.5242576967095,1000000.0,4336.0
