learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.121781,1.3660495065980485E-10,10000.0,73.59,44.92274460828914,45.535161889049284,38.323213451658106,10000.0,4336.0
20000.0,0.169778,1.9044444792800478E-10,20000.0,73.52499999999999,44.69219278126886,45.64213119802894,38.20028011204481,20000.0,4336.0
30000.0,0.202596,2.272572616736094E-10,30000.0,73.53,44.64253507827088,45.7025641025641,38.1975250992295,30000.0,4336.0
40000.0,0.225902,2.534002148442798E-10,40000.0,73.4225,44.40167692826435,45.69648056392706,37.80858780858781,40000.0,4336.0
50000.0,0.252476,2.832089695665571E-10,50000.0,73.32600000000001,44.17704171735352,45.55882112825537,37.54039245070951,50000.0,4336.0
60000.0,0.277992,3.118309378623962E-10,60000.0,73.295,44.054218281564715,45.474035254883276,37.3244670447878,60000.0,4336.0
70000.0,0.310918,3.4876489804850677E-10,70000.0,73.39,44.17191417875901,45.643165635578384,37.341899892357375,70000.0,4336.0
80000.0,0.338202,3.793700784444808E-10,80000.0,73.41375,44.16218880250419,45.79627411503861,37.2540342803198,80000.0,4336.0
90000.0,0.361438,4.0543451077408254E-10,90000.0,73.53333333333333,44.40596180528275,45.926312683026474,37.55570702039531,90000.0,4336.0
100000.0,0.383523,4.3020783613125477E-10,100000.0,73.578,44.48415613934502,46.107247027148304,37.635423796823,100000.0,4336.0
110000.0,0.407917,4.5757122751739286E-10,110000.0,73.61727272727273,44.516167907087976,46.13871308995751,37.61071459282829,110000.0,4336.0
120000.0,0.427677,4.797365392247835E-10,120000.0,73.62916666666666,44.514578370655705,46.088452758185966,37.58505749393504,120000.0,4336.0
130000.0,0.448668,5.032826960086822E-10,130000.0,73.62538461538462,44.506695680610434,46.105723133026295,37.61689894836433,130000.0,4336.0
140000.0,0.469025,5.261176783177587E-10,140000.0,73.61357142857143,44.49787425787374,46.11872812135358,37.649163670734396,140000.0,4336.0
150000.0,0.495629,5.559600848290655E-10,150000.0,73.554,44.390240215246706,45.929257820486605,37.543887270723445,150000.0,4336.0
160000.0,0.521907,5.854368085662523E-10,160000.0,73.551875,44.37886710130069,45.91316351180358,37.55146613933859,160000.0,4336.0
170000.0,0.543046,6.091489808426963E-10,170000.0,73.57588235294118,44.420811968352666,45.95449787648737,37.57851147796122,170000.0,4336.0
180000.0,0.563162,6.317136271132363E-10,180000.0,73.58722222222222,44.40959339294324,45.99534276140172,37.5165924115181,180000.0,4336.0
190000.0,0.584934,6.561358521382014E-10,190000.0,73.55315789473684,44.3168005297553,45.911821058750085,37.37349818036792,190000.0,4336.0
200000.0,0.605237,6.789102612270249E-10,200000.0,73.5355,44.2864217188228,45.836062218583706,37.35916493088429,200000.0,4336.0
