learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.432955,1.6334921225077577E-8,10000.0,80.64,59.587140895425385,60.19736842105263,53.6065180924994,10000.0,145840.0,43.0,34.0,34.0,3.0,0.0,0.0,1.0
20000.0,0.56691,2.335531867833601E-8,20000.0,83.91999999999999,66.56875692326113,66.90677094052273,61.544900155446605,20000.0,202584.0,63.0,47.0,47.0,3.0,0.0,0.0,1.0
30000.0,0.650527,2.8015668866121107E-8,30000.0,85.49,69.9781823526721,70.34337103147567,65.512597052765,30000.0,215440.0,69.0,50.0,50.0,3.0,0.0,0.0,1.0
40000.0,0.771177,3.6524125840514897E-8,40000.0,86.4975,72.10363137840771,72.46354644641583,67.90658981519996,40000.0,272600.0,93.0,65.0,65.0,4.0,0.0,0.0,1.0
50000.0,0.841325,4.159812148039539E-8,50000.0,87.188,73.5218431724216,73.69631272070296,69.41367456073338,50000.0,279600.0,95.0,66.0,66.0,4.0,0.0,0.0,1.0
60000.0,0.962635,5.155355711984965E-8,60000.0,87.73333333333333,74.68543439185221,74.89596834709052,70.80755195938441,60000.0,317224.0,115.0,76.0,76.0,5.0,0.0,0.0,1.0
70000.0,1.061058,5.997519778087735E-8,70000.0,88.06571428571428,75.38635453555031,75.5194139194139,71.63135017658244,70000.0,330752.0,119.0,78.0,78.0,5.0,0.0,0.0,1.0
80000.0,1.147338,6.76540534881254E-8,80000.0,88.3025,75.8965820935501,75.99404853522137,72.23474958461902,80000.0,344024.0,125.0,81.0,81.0,5.0,0.0,0.0,1.0
90000.0,1.274319,8.060197645177445E-8,90000.0,88.51666666666667,76.3284544647966,76.43746295198576,72.68113451930955,90000.0,394152.0,155.0,96.0,96.0,5.0,0.0,0.0,1.0
100000.0,1.377636,9.212866521750888E-8,100000.0,88.791,76.90252780186412,77.02414627147132,73.35631091038745,100000.0,431256.0,167.0,102.0,102.0,5.0,0.0,0.0,1.0
110000.0,1.464961,1.0256084601084393E-7,110000.0,89.05909090909091,77.44890613047599,77.61180147332391,73.95134409765811,110000.0,461784.0,180.0,110.0,110.0,5.0,0.0,0.0,1.0
120000.0,1.555403,1.1384682073775266E-7,120000.0,89.27833333333334,77.90180768780888,78.05897099200192,74.45397506155192,120000.0,482360.0,188.0,114.0,114.0,5.0,0.0,0.0,1.0
130000.0,1.670293,1.29037204467588E-7,130000.0,89.48,78.32034584768384,78.45654605314976,74.93677381519628,130000.0,511080.0,199.0,121.0,121.0,5.0,0.0,0.0,1.0
140000.0,1.77029,1.4266183802237115E-7,140000.0,89.65428571428572,78.69801680326522,78.81929719374699,75.42293791254477,140000.0,526672.0,205.0,124.0,124.0,5.0,0.0,0.0,1.0
150000.0,1.877934,1.5781114420543117E-7,150000.0,89.826,79.05157083495696,79.15163934426228,75.81994486167886,150000.0,544008.0,213.0,128.0,128.0,5.0,0.0,0.0,1.0
160000.0,1.964632,1.7055413144330187E-7,160000.0,89.9825,79.37941581584921,79.47943206114688,76.20687607624251,160000.0,568152.0,225.0,134.0,134.0,6.0,0.0,0.0,1.0
170000.0,2.064463,1.8591729796181126E-7,170000.0,90.12823529411764,79.67511136207557,79.75095924129441,76.51684764356878,170000.0,594864.0,238.0,142.0,142.0,6.0,0.0,0.0,1.0
180000.0,2.169896,2.0344088422341482E-7,180000.0,90.26166666666666,79.95495934852515,80.0391723698145,76.84718002905824,180000.0,642464.0,256.0,154.0,154.0,6.0,0.0,0.0,1.0
190000.0,2.268732,2.2148110371910866E-7,190000.0,90.37578947368421,80.19243465513873,80.2731509450246,77.11761540675485,190000.0,705552.0,273.0,167.0,167.0,6.0,0.0,0.0,1.0
200000.0,2.346972,2.366142173815105E-7,200000.0,90.49199999999999,80.4292369321843,80.4942096031347,77.37375660368377,200000.0,747656.0,291.0,179.0,179.0,6.0,0.0,0.0,1.0
210000.0,2.441999,2.5608517792075873E-7,210000.0,90.6447619047619,80.7451474016073,80.80039091131201,77.73471145564169,210000.0,792032.0,303.0,188.0,188.0,6.0,0.0,0.0,1.0
220000.0,2.522529,2.728983783018258E-7,220000.0,90.77,81.00536114654834,81.05182613888732,78.03878308079987,220000.0,807040.0,309.0,191.0,191.0,6.0,0.0,0.0,1.0
230000.0,2.58505,2.860472488258448E-7,230000.0,90.89956521739131,81.2774148035997,81.32794519081519,78.36477337330095,230000.0,812952.0,313.0,193.0,193.0,6.0,0.0,0.0,1.0
240000.0,2.701983,3.1313489151290725E-7,240000.0,90.995,81.4737729619163,81.50924024640658,78.5882003269431,240000.0,895440.0,345.0,215.0,215.0,7.0,0.0,0.0,1.0
250000.0,2.801254,3.368245147210029E-7,250000.0,91.10679999999999,81.70868355793355,81.743007768234,78.86777747150909,250000.0,922440.0,353.0,219.0,219.0,7.0,0.0,0.0,1.0
260000.0,2.895293,3.5963070893660194E-7,260000.0,91.21692307692307,81.94145922528534,81.97589524613842,79.14825231016471,260000.0,937448.0,359.0,222.0,222.0,7.0,0.0,0.0,1.0
270000.0,2.967588,3.7732248030189016E-7,270000.0,91.32407407407406,82.15931505458457,82.19565399144174,79.3868410168865,270000.0,945944.0,363.0,224.0,224.0,7.0,0.0,0.0,1.0
280000.0,3.032979,3.93575367519839E-7,280000.0,91.42535714285714,82.37481384673293,82.41498267792663,79.6476980850577,280000.0,960760.0,371.0,228.0,228.0,7.0,0.0,0.0,1.0
290000.0,3.109831,4.1294424691754917E-7,290000.0,91.51344827586206,82.5578362086402,82.5899647003063,79.85594434213218,290000.0,974208.0,378.0,233.0,233.0,7.0,0.0,0.0,1.0
300000.0,3.183241,4.317470735208029E-7,300000.0,91.59733333333332,82.73164137061893,82.75763006333875,80.05285897415607,300000.0,990080.0,386.0,237.0,237.0,7.0,0.0,0.0,1.0
