learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.58388,7.73497728837861E-9,10000.0,79.91,69.84091103086769,70.04622036678097,69.52828757773396,10000.0,51208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
20000.0,0.789502,1.045896423773633E-8,20000.0,79.905,69.82526300832707,69.80919471153847,69.48599195201581,20000.0,51208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
30000.0,0.980882,1.2994279633793564E-8,30000.0,79.65,69.44933086953654,69.32314959047284,69.21176055272579,30000.0,51208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
40000.0,1.148668,1.571429566376739E-8,40000.0,79.67,69.48798632000694,69.40211461037738,69.30046434368982,40000.0,62664.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
50000.0,1.356036,2.1208100823892486E-8,50000.0,79.9,69.83120847520257,69.7653429602888,69.59336802614062,50000.0,102408.0,15.0,8.0,8.0,3.0,0.0,0.0,1.0
60000.0,1.519411,2.6077393365816935E-8,60000.0,80.12,70.166278016866,70.17105131539462,69.98716755151851,60000.0,115208.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0
70000.0,1.68436,3.202866034375297E-8,70000.0,80.47714285714285,70.70633954017754,70.75164797534458,70.52518063194219,70000.0,139464.0,21.0,11.0,11.0,4.0,0.0,0.0,1.0
80000.0,1.914256,4.1925652937756644E-8,80000.0,80.82000000000001,71.22390267545242,71.28043872948136,71.1155453484432,80000.0,166408.0,25.0,13.0,13.0,4.0,0.0,0.0,1.0
90000.0,2.090403,5.005376762813992E-8,90000.0,81.0488888888889,71.56929879570477,71.60362280234416,71.47778390942993,90000.0,178368.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
100000.0,2.241886,5.70437884496318E-8,100000.0,81.272,71.90493915550124,71.91993402803809,71.80834249070465,100000.0,178368.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
110000.0,2.382929,6.358271650763022E-8,110000.0,81.42727272727272,72.13943924946355,72.1320420133679,72.06115639188228,110000.0,179208.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
120000.0,2.619381,7.743852384181487E-8,120000.0,81.5575,72.33684122797929,72.32933233308327,72.27977003143906,120000.0,226512.0,35.0,18.0,18.0,6.0,0.0,0.0,1.0
130000.0,2.786859,8.730383520118064E-8,130000.0,81.73923076923076,72.60937398255473,72.59219063892672,72.54718290313627,130000.0,227696.0,35.0,18.0,18.0,6.0,0.0,0.0,1.0
140000.0,2.948763,9.835736994735069E-8,140000.0,81.80857142857143,72.7126069647983,72.72065124250216,72.62741557576147,140000.0,263904.0,41.0,21.0,21.0,6.0,0.0,0.0,1.0
150000.0,3.089426,1.0796073588025239E-7,150000.0,81.892,72.83799609229304,72.85184555876502,72.73603276253188,150000.0,263904.0,41.0,21.0,21.0,6.0,0.0,0.0,1.0
160000.0,3.233113,1.1918576651149326E-7,160000.0,81.924375,72.88621844729474,72.90874346628698,72.79508597659631,160000.0,301976.0,47.0,24.0,24.0,6.0,0.0,0.0,1.0
170000.0,3.367859,1.3014038076831235E-7,170000.0,81.98176470588236,72.97272707919056,72.99520400606552,72.88260134387421,170000.0,314256.0,49.0,25.0,25.0,7.0,0.0,0.0,1.0
180000.0,3.511439,1.4273287538025115E-7,180000.0,82.03611111111111,73.05429332770534,73.0674085241423,72.97173044452245,180000.0,339016.0,53.0,27.0,27.0,7.0,0.0,0.0,1.0
190000.0,3.673457,1.5838195081386303E-7,190000.0,82.06631578947369,73.10002321198843,73.09168443496802,73.01304440801198,190000.0,373360.0,59.0,30.0,30.0,8.0,0.0,0.0,1.0
200000.0,3.818233,1.7332446090877058E-7,200000.0,82.10300000000001,73.1545299004846,73.14335449211423,73.06129207056415,200000.0,398960.0,63.0,32.0,32.0,8.0,0.0,0.0,1.0
210000.0,3.959114,1.8881635002171002E-7,210000.0,82.14857142857143,73.22277741231069,73.22037046297156,73.1276522536988,210000.0,425064.0,67.0,34.0,34.0,8.0,0.0,0.0,1.0
220000.0,4.101785,2.0493440187225743E-7,220000.0,82.22909090909091,73.3432385274434,73.33678876620586,73.24500773305229,220000.0,436696.0,69.0,35.0,35.0,8.0,0.0,0.0,1.0
230000.0,4.244401,2.2159228412227502E-7,230000.0,82.30521739130435,73.4580770513745,73.43940689304105,73.37302495992674,230000.0,451496.0,71.0,36.0,36.0,8.0,0.0,0.0,1.0
240000.0,4.38865,2.388872197311786E-7,240000.0,82.38,73.56993218691585,73.55380170354341,73.48964047268281,240000.0,463456.0,73.0,37.0,37.0,8.0,0.0,0.0,1.0
250000.0,4.533157,2.567421478881605E-7,250000.0,82.4584,73.68723746633634,73.67422650706558,73.60546019211786,250000.0,477608.0,75.0,38.0,38.0,8.0,0.0,0.0,1.0
260000.0,4.686015,2.7610185689603296E-7,260000.0,82.505,73.7571807341699,73.75093773443359,73.67513354283498,260000.0,489568.0,77.0,39.0,39.0,8.0,0.0,0.0,1.0
270000.0,4.835146,2.959447835592761E-7,270000.0,82.54814814814814,73.82178905524398,73.81349338668446,73.7497423441391,270000.0,514328.0,81.0,41.0,41.0,8.0,0.0,0.0,1.0
280000.0,5.000748,3.180152791614335E-7,280000.0,82.60178571428571,73.9019621420078,73.9002084125819,73.8285573069443,280000.0,515168.0,81.0,41.0,41.0,8.0,0.0,0.0,1.0
290000.0,5.15544,3.386317518229287E-7,290000.0,82.64241379310346,73.96259512008544,73.95118013258057,73.88821164570095,290000.0,515168.0,81.0,41.0,41.0,8.0,0.0,0.0,1.0
300000.0,5.294774,3.576325051569277E-7,300000.0,82.68100000000001,74.0206438139458,74.00694388857761,73.93849410372036,300000.0,527128.0,83.0,42.0,42.0,8.0,0.0,0.0,1.0
310000.0,5.45076,3.8029771996041145E-7,310000.0,82.70838709677419,74.06169285194247,74.047050735198,73.97851445880805,310000.0,561664.0,89.0,45.0,45.0,8.0,0.0,0.0,1.0
320000.0,5.593996,4.0119125174151535E-7,320000.0,82.76281250000001,74.14350772625804,74.1361767174481,74.05820548756974,320000.0,563848.0,89.0,45.0,45.0,8.0,0.0,0.0,1.0
330000.0,5.76411,4.280287604365085E-7,330000.0,82.78515151515151,74.17711654730613,74.17138752239185,74.09388566633832,330000.0,609824.0,97.0,49.0,49.0,8.0,0.0,0.0,1.0
340000.0,5.912774,4.5156627178192146E-7,340000.0,82.83735294117646,74.25534447654071,74.24868271242089,74.17711772150778,340000.0,612008.0,97.0,49.0,49.0,8.0,0.0,0.0,1.0
350000.0,6.065307,4.7651218720194373E-7,350000.0,82.88514285714285,74.32678100342635,74.32888782227099,74.25031809897176,350000.0,632176.0,103.0,52.0,52.0,8.0,0.0,0.0,1.0
360000.0,6.213975,5.014370642892189E-7,360000.0,82.93416666666667,74.39984427233773,74.41084593277522,74.31606494874667,360000.0,648064.0,103.0,52.0,52.0,8.0,0.0,0.0,1.0
370000.0,6.380032,5.304564279752474E-7,370000.0,82.96594594594595,74.44740715510544,74.463447146961,74.35987144542534,370000.0,675512.0,107.0,54.0,54.0,8.0,0.0,0.0,1.0
380000.0,6.548745,5.599986025608249E-7,380000.0,83.0092105263158,74.51251617490718,74.52544693409719,74.42909534483988,380000.0,676856.0,107.0,54.0,54.0,8.0,0.0,0.0,1.0
390000.0,6.703256,5.879464596634111E-7,390000.0,83.04666666666667,74.56831842912432,74.57567158095503,74.48304607238512,390000.0,699184.0,113.0,57.0,57.0,9.0,0.0,0.0,1.0
400000.0,6.869563,6.190588189847768E-7,400000.0,83.065,74.59592229515536,74.60153200679393,74.51026136953725,400000.0,723144.0,115.0,58.0,58.0,10.0,0.0,0.0,1.0
410000.0,7.013582,6.465014376305045E-7,410000.0,83.0919512195122,74.63649810697875,74.64049370612487,74.55214895085386,410000.0,736560.0,119.0,60.0,60.0,10.0,0.0,0.0,1.0
420000.0,7.166876,6.775035857595505E-7,420000.0,83.1247619047619,74.68602006395773,74.69319841323681,74.60833802049933,420000.0,781752.0,125.0,63.0,63.0,10.0,0.0,0.0,1.0
430000.0,7.324224,7.101755561617515E-7,430000.0,83.15767441860466,74.7355050158904,74.74508655200793,74.65928136798313,430000.0,802632.0,129.0,65.0,65.0,10.0,0.0,0.0,1.0
440000.0,7.484095,7.43914694434239E-7,440000.0,83.18772727272727,74.78056283013716,74.79548203546909,74.7091383383534,440000.0,815768.0,131.0,66.0,66.0,10.0,0.0,0.0,1.0
450000.0,7.630446,7.753551645990877E-7,450000.0,83.20377777777777,74.80452756368064,74.82379353532124,74.73357312866044,450000.0,830416.0,133.0,67.0,67.0,10.0,0.0,0.0,1.0
460000.0,7.781502,8.088396363374261E-7,460000.0,83.2254347826087,74.83719154291173,74.85146449651108,74.76568580641363,460000.0,856856.0,137.0,69.0,69.0,10.0,0.0,0.0,1.0
470000.0,7.938673,8.454807020392684E-7,470000.0,83.23234042553192,74.84755769549317,74.85466322070133,74.77675856638993,470000.0,901152.0,145.0,73.0,73.0,10.0,0.0,0.0,1.0
480000.0,8.114005,8.880665406005252E-7,480000.0,83.24479166666666,74.86621565412062,74.87472508247525,74.7994610515761,480000.0,938872.0,151.0,76.0,76.0,10.0,0.0,0.0,1.0
490000.0,8.279416,9.30361071040647E-7,490000.0,83.26591836734694,74.89767629024469,74.90420400568041,74.82940156247601,490000.0,988376.0,159.0,80.0,80.0,10.0,0.0,0.0,1.0
500000.0,8.463587,9.786164797842504E-7,500000.0,83.273,74.90804293002614,74.92233976204183,74.83624831885619,500000.0,1012808.0,163.0,82.0,82.0,10.0,0.0,0.0,1.0
510000.0,8.649464,1.0281363553926351E-6,510000.0,83.28960784313726,74.93307405099982,74.95017841711395,74.85839538368951,510000.0,1029808.0,165.0,83.0,83.0,10.0,0.0,0.0,1.0
520000.0,8.799713,1.0681228337809446E-6,520000.0,83.30711538461539,74.95953834483512,74.97275353627381,74.89276282868951,520000.0,1028736.0,167.0,84.0,84.0,10.0,0.0,0.0,1.0
530000.0,8.945714,1.1079472090365989E-6,530000.0,83.33415094339622,75.00037364197294,75.0147797185489,74.93956829633663,530000.0,1054376.0,169.0,85.0,85.0,11.0,0.0,0.0,1.0
540000.0,9.099012,1.150677284728736E-6,540000.0,83.34777777777778,75.02075861945939,75.03539719820765,74.95815777235043,540000.0,1077456.0,173.0,87.0,87.0,11.0,0.0,0.0,1.0
550000.0,9.247478,1.192571478819268E-6,550000.0,83.37345454545455,75.05935445691175,75.07196597971868,74.99316349635205,550000.0,1090760.0,175.0,88.0,88.0,11.0,0.0,0.0,1.0
560000.0,9.401505,1.236578389718715E-6,560000.0,83.39732142857143,75.09517916565018,75.11069350080575,75.02732959627403,560000.0,1104400.0,177.0,89.0,89.0,11.0,0.0,0.0,1.0
570000.0,9.544363,1.277394216017177E-6,570000.0,83.40964912280701,75.11392354014977,75.13175057328593,75.0507875366066,570000.0,1104400.0,177.0,89.0,89.0,11.0,0.0,0.0,1.0
580000.0,9.698288,1.321383134333624E-6,580000.0,83.42206896551724,75.13266986127842,75.1538157415327,75.07407628236867,580000.0,1104680.0,179.0,90.0,90.0,11.0,0.0,0.0,1.0
590000.0,9.859115,1.367842125081354E-6,590000.0,83.44372881355933,75.1652732651585,75.18834424705483,75.11083706187512,590000.0,1116640.0,181.0,91.0,91.0,11.0,0.0,0.0,1.0
600000.0,10.014222,1.4137517390979664E-6,600000.0,83.45816666666667,75.18696192559055,75.20844677800478,75.13453521465507,600000.0,1144128.0,183.0,92.0,92.0,11.0,0.0,0.0,1.0
610000.0,10.161744,1.4574162937535183E-6,610000.0,83.4672131147541,75.20049041388765,75.22399133269624,75.14779484424555,610000.0,1144128.0,183.0,92.0,92.0,11.0,0.0,0.0,1.0
620000.0,10.317814,1.5049239516713557E-6,620000.0,83.47693548387097,75.2153379422071,75.23246086969137,75.168583991429,620000.0,1176648.0,189.0,95.0,95.0,11.0,0.0,0.0,1.0
630000.0,10.470071,1.552291896357719E-6,630000.0,83.47666666666666,75.21493620656172,75.23204271346621,75.16663406348555,630000.0,1202568.0,193.0,97.0,97.0,11.0,0.0,0.0,1.0
640000.0,10.617884,1.598702510864371E-6,640000.0,83.49484375,75.24208009104615,75.26118695154254,75.19187411930484,640000.0,1213688.0,195.0,98.0,98.0,11.0,0.0,0.0,1.0
650000.0,10.771809,1.6479846896127699E-6,650000.0,83.50384615384615,75.25575217756074,75.27184253312271,75.20837909388331,650000.0,1237608.0,199.0,100.0,100.0,11.0,0.0,0.0,1.0
660000.0,10.920496,1.6966514634672143E-6,660000.0,83.51469696969697,75.27197145643095,75.29383180286474,75.22531138283581,660000.0,1265208.0,203.0,102.0,102.0,12.0,0.0,0.0,1.0
670000.0,11.077037,1.7492998565857614E-6,670000.0,83.52059701492537,75.28077720178243,75.2989973019772,75.23161753159644,670000.0,1300048.0,209.0,105.0,105.0,12.0,0.0,0.0,1.0
680000.0,11.232414,1.8023732333444064E-6,680000.0,83.53823529411764,75.30737372602374,75.32567725439198,75.25657433748229,680000.0,1320360.0,215.0,108.0,108.0,12.0,0.0,0.0,1.0
690000.0,11.381919,1.8543155838114525E-6,690000.0,83.54942028985506,75.32420314162155,75.34342688330872,75.27457207707621,690000.0,1342976.0,217.0,109.0,109.0,12.0,0.0,0.0,1.0
700000.0,11.534471,1.908306971446922E-6,700000.0,83.56857142857143,75.35291712040157,75.37118801577682,75.30514315158932,700000.0,1368072.0,221.0,111.0,111.0,12.0,0.0,0.0,1.0
710000.0,11.697756,1.966744479926097E-6,710000.0,83.58661971830986,75.37993775595545,75.39742858952434,75.33254026044399,710000.0,1383400.0,223.0,112.0,112.0,12.0,0.0,0.0,1.0
720000.0,11.938743,2.055352062748539E-6,720000.0,83.59777777777778,75.39659632406904,75.41244368197074,75.34854497216442,720000.0,1421280.0,229.0,115.0,115.0,12.0,0.0,0.0,1.0
730000.0,12.285133,2.1839070583755777E-6,730000.0,83.6013698630137,75.4019268805245,75.41778068003072,75.35568634959063,730000.0,1434584.0,231.0,116.0,116.0,12.0,0.0,0.0,1.0
740000.0,12.648199,2.3209277354925878E-6,740000.0,83.60675675675677,75.40993056212535,75.42551079527271,75.36147404637673,740000.0,1458824.0,235.0,118.0,118.0,12.0,0.0,0.0,1.0
750000.0,12.859847,2.4014915811270482E-6,750000.0,83.60693333333333,75.41023717668878,75.42327820222204,75.36304777782898,750000.0,1471392.0,239.0,120.0,120.0,12.0,0.0,0.0,1.0
