learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.515965,6.835270186679231E-9,10000.0,79.75999999999999,69.54525635844715,69.20267802799756,68.83756735950732,10000.0,51208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
20000.0,0.740717,9.812682695272897E-9,20000.0,79.68499999999999,69.48235964152852,69.27091211617001,69.09561116604547,20000.0,51208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
30000.0,0.892005,1.1816877468178671E-8,30000.0,79.12666666666667,68.68423706453287,68.59106184481115,68.49625194948935,30000.0,51208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
40000.0,1.054879,1.5017836269819076E-8,40000.0,79.3,68.94892452659407,68.94805925370336,68.71339505006613,40000.0,75968.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0
50000.0,1.230333,1.966614309905304E-8,50000.0,79.874,69.81580228170962,69.8025447125195,69.59083766469237,50000.0,102408.0,15.0,8.0,8.0,3.0,0.0,0.0,1.0
60000.0,1.411759,2.5531896152016192E-8,60000.0,80.31,70.46983744666598,70.47533363322836,70.27101839502757,60000.0,124976.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0
70000.0,1.580774,3.224829863756895E-8,70000.0,80.61571428571429,70.9296030108997,70.90195573854864,70.72491909385114,70000.0,153608.0,23.0,12.0,12.0,4.0,0.0,0.0,1.0
80000.0,1.743198,3.870278467320734E-8,80000.0,80.93875,71.41333062132719,71.41277042480597,71.22993038129918,80000.0,153608.0,23.0,12.0,12.0,4.0,0.0,0.0,1.0
90000.0,1.897736,4.535562526848581E-8,90000.0,81.12888888888888,71.69599958589677,71.65979742695522,71.56252092960955,90000.0,166408.0,25.0,13.0,13.0,4.0,0.0,0.0,1.0
100000.0,2.07391,5.3523269970383906E-8,100000.0,81.324,71.98881736474945,71.96721803608416,71.85823639322524,100000.0,179208.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
110000.0,2.215906,6.010638028797176E-8,110000.0,81.54272727272728,72.31760028583183,72.30452338080427,72.1777619426097,110000.0,179208.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
120000.0,2.385921,6.899587280634376E-8,120000.0,81.70666666666668,72.56346101079053,72.56754392542052,72.42661374398654,120000.0,202112.0,31.0,16.0,16.0,5.0,0.0,0.0,1.0
130000.0,2.546546,7.875935421221786E-8,130000.0,81.76230769230769,72.64671261019717,72.63093492790931,72.51735849494023,130000.0,234960.0,37.0,19.0,19.0,5.0,0.0,0.0,1.0
140000.0,2.705206,8.955726427336533E-8,140000.0,81.83142857142856,72.74963643294335,72.71957013695985,72.63563306186997,140000.0,263072.0,41.0,21.0,21.0,6.0,0.0,0.0,1.0
150000.0,2.843573,9.940221124432152E-8,150000.0,81.96933333333334,72.9558409193469,72.9339711386426,72.86036827053334,150000.0,275032.0,43.0,22.0,22.0,6.0,0.0,0.0,1.0
160000.0,2.983773,1.0987229857386813E-7,160000.0,82.07375,73.11236361548593,73.09178925247673,73.02015821802482,160000.0,288672.0,45.0,23.0,23.0,6.0,0.0,0.0,1.0
170000.0,3.128099,1.2246151961179242E-7,170000.0,82.14235294117647,73.21497770109085,73.20683111954457,73.12928180707748,170000.0,337176.0,53.0,27.0,27.0,6.0,0.0,0.0,1.0
180000.0,3.273282,1.3686462419728436E-7,180000.0,82.26722222222223,73.40210808902128,73.39484717394747,73.32414023651333,180000.0,383480.0,61.0,31.0,31.0,6.0,0.0,0.0,1.0
190000.0,3.401781,1.5006546637664237E-7,190000.0,82.34052631578948,73.51232888943667,73.51106830454417,73.4311528502538,190000.0,397104.0,63.0,32.0,32.0,7.0,0.0,0.0,1.0
200000.0,3.544395,1.6520720022420088E-7,200000.0,82.4165,73.62653457669163,73.63714054394435,73.54153813744226,200000.0,410408.0,65.0,33.0,33.0,7.0,0.0,0.0,1.0
210000.0,3.676425,1.795878035078446E-7,210000.0,82.46666666666667,73.7017816890841,73.70450779866309,73.61897255857275,210000.0,421024.0,67.0,34.0,34.0,7.0,0.0,0.0,1.0
220000.0,3.812405,1.9450501631531449E-7,220000.0,82.52363636363637,73.78710778335964,73.7885522620054,73.70987042292046,220000.0,424048.0,67.0,34.0,34.0,7.0,0.0,0.0,1.0
230000.0,3.981839,2.1473818923864097E-7,230000.0,82.59521739130435,73.89391166496527,73.90332149027022,73.83132971177919,230000.0,461600.0,73.0,37.0,37.0,7.0,0.0,0.0,1.0
240000.0,4.163659,2.3752741016447541E-7,240000.0,82.63958333333333,73.96059962757464,73.96035148681925,73.89656360617737,240000.0,484496.0,77.0,39.0,39.0,7.0,0.0,0.0,1.0
250000.0,4.340222,2.6034214532416725E-7,250000.0,82.6548,73.98326690334872,73.98771460450384,73.92467783931352,250000.0,499480.0,79.0,40.0,40.0,7.0,0.0,0.0,1.0
260000.0,4.510238,2.848957126939462E-7,260000.0,82.69999999999999,74.05136681757492,74.0563861203396,73.98601560376387,260000.0,558248.0,89.0,45.0,45.0,8.0,0.0,0.0,1.0
270000.0,4.649275,3.0500553293981487E-7,270000.0,82.74925925925926,74.12516710829576,74.13337331867204,74.06510312263353,270000.0,559088.0,89.0,45.0,45.0,8.0,0.0,0.0,1.0
280000.0,4.821843,3.3100981558983527E-7,280000.0,82.80178571428571,74.20401887648225,74.21584690675833,74.14274514857652,280000.0,582488.0,93.0,47.0,47.0,8.0,0.0,0.0,1.0
290000.0,4.962817,3.5228383127806917E-7,290000.0,82.85034482758621,74.27682715969944,74.28837305485187,74.21625909201664,290000.0,583328.0,93.0,47.0,47.0,8.0,0.0,0.0,1.0
300000.0,5.126625,3.774891396094528E-7,300000.0,82.89566666666667,74.34474047284655,74.3741229231069,74.28667354854228,300000.0,594784.0,95.0,48.0,48.0,8.0,0.0,0.0,1.0
310000.0,5.297608,4.0496729670299424E-7,310000.0,82.93774193548387,74.40784353988485,74.44091155095097,74.35180021820825,310000.0,621208.0,99.0,50.0,50.0,9.0,0.0,0.0,1.0
320000.0,5.457421,4.3065035712180866E-7,320000.0,82.9790625,74.46989591221104,74.49987125166788,74.41302203222625,320000.0,621208.0,99.0,50.0,50.0,9.0,0.0,0.0,1.0
330000.0,5.615182,4.565469479767813E-7,330000.0,83.01878787878788,74.52917332449003,74.56840996968431,74.4805067649108,330000.0,634520.0,101.0,51.0,51.0,9.0,0.0,0.0,1.0
340000.0,5.762424,4.820521763049894E-7,340000.0,83.04529411764706,74.56902396033306,74.60338439442602,74.51885249524821,340000.0,669576.0,107.0,54.0,54.0,9.0,0.0,0.0,1.0
350000.0,5.927284,5.118299873173237E-7,350000.0,83.0777142857143,74.61777842417398,74.65802366129688,74.56497466288758,350000.0,698200.0,111.0,56.0,56.0,9.0,0.0,0.0,1.0
360000.0,6.069817,5.376369348354637E-7,360000.0,83.10166666666666,74.65343910064239,74.69720161048812,74.60870000751295,360000.0,699880.0,111.0,56.0,56.0,9.0,0.0,0.0,1.0
370000.0,6.227416,5.681688495166599E-7,370000.0,83.1308108108108,74.6966896328358,74.7383417382365,74.65967821169171,370000.0,748864.0,119.0,60.0,60.0,9.0,0.0,0.0,1.0
380000.0,6.385994,5.989593482120996E-7,380000.0,83.17078947368421,74.75674787862323,74.79733750546805,74.71422979443524,380000.0,750544.0,119.0,60.0,60.0,9.0,0.0,0.0,1.0
390000.0,6.537394,6.287719213569328E-7,390000.0,83.18794871794873,74.7825800125987,74.82046713108397,74.73080154466344,390000.0,761160.0,121.0,61.0,61.0,9.0,0.0,0.0,1.0
400000.0,6.682561,6.57806293527699E-7,400000.0,83.20125,74.80263368939247,74.84058904360916,74.74849964111641,400000.0,773120.0,123.0,62.0,62.0,9.0,0.0,0.0,1.0
410000.0,6.857419,6.933048865178391E-7,410000.0,83.22951219512194,74.8448866286392,74.87962063145281,74.7913916996627,410000.0,784744.0,125.0,63.0,63.0,9.0,0.0,0.0,1.0
420000.0,7.016973,7.262942428990369E-7,420000.0,83.26214285714286,74.89406065389655,74.92652618663776,74.8317318019734,420000.0,799224.0,127.0,64.0,64.0,9.0,0.0,0.0,1.0
430000.0,7.182254,7.614323403106793E-7,430000.0,83.26767441860466,74.90233508901167,74.92908962931473,74.84203937913696,430000.0,821784.0,131.0,66.0,66.0,10.0,0.0,0.0,1.0
440000.0,7.378695,8.044694836975797E-7,440000.0,83.28795454545454,74.93286606650862,74.95811197384553,74.8718527023702,440000.0,846864.0,135.0,68.0,68.0,10.0,0.0,0.0,1.0
450000.0,7.551678,8.434757355021104E-7,450000.0,83.30644444444445,74.9604375240648,74.98909616351426,74.9047079771366,450000.0,871632.0,139.0,70.0,70.0,10.0,0.0,0.0,1.0
460000.0,7.708049,8.787700979266727E-7,460000.0,83.32326086956522,74.9856054184998,75.01579567882337,74.93276780958668,460000.0,872472.0,139.0,70.0,70.0,10.0,0.0,0.0,1.0
470000.0,7.862205,9.148879014224639E-7,470000.0,83.3431914893617,75.01554731594815,75.04796812749002,74.96234132987077,470000.0,905656.0,145.0,73.0,73.0,10.0,0.0,0.0,1.0
480000.0,8.008429,9.500833083627121E-7,480000.0,83.34937500000001,75.02470015208765,75.0647381458995,74.97549932838416,480000.0,930400.0,149.0,75.0,75.0,10.0,0.0,0.0,1.0
490000.0,8.172563,9.91469764260368E-7,490000.0,83.36163265306122,75.04282173292778,75.07772163275038,74.99363553548918,490000.0,974680.0,157.0,79.0,79.0,10.0,0.0,0.0,1.0
500000.0,8.331023,1.0318813688287302E-6,500000.0,83.3796,75.06962336256268,75.09940521671385,75.02089056948593,500000.0,985800.0,159.0,80.0,80.0,10.0,0.0,0.0,1.0
510000.0,8.487387,1.0731690604219005E-6,510000.0,83.4013725490196,75.10227412094231,75.13635602653986,75.05444215576202,510000.0,1020672.0,165.0,83.0,83.0,10.0,0.0,0.0,1.0
520000.0,8.64529,1.1159912258531483E-6,520000.0,83.4076923076923,75.11176258412023,75.14232373752506,75.0623585551891,520000.0,1048288.0,169.0,85.0,85.0,10.0,0.0,0.0,1.0
530000.0,8.801529,1.1584504017771944E-6,530000.0,83.43056603773586,75.14601886609898,75.17603593366182,75.09549967528693,530000.0,1050472.0,169.0,85.0,85.0,10.0,0.0,0.0,1.0
540000.0,8.946156,1.1982454103210731E-6,540000.0,83.44962962962963,75.17459380859512,75.20144731292592,75.12289355163756,540000.0,1063608.0,171.0,86.0,86.0,10.0,0.0,0.0,1.0
550000.0,9.101019,1.2422661792466208E-6,550000.0,83.45527272727273,75.18295918904884,75.21463435892966,75.13362846368257,550000.0,1098784.0,177.0,89.0,89.0,11.0,0.0,0.0,1.0
560000.0,9.250741,1.2849101802975765E-6,560000.0,83.45964285714285,75.18960844405768,75.22189705260794,75.13956584287033,560000.0,1100968.0,177.0,89.0,89.0,11.0,0.0,0.0,1.0
570000.0,9.41203,1.3322687131994297E-6,570000.0,83.47666666666666,75.21501459659422,75.24939032081738,75.16768791065081,570000.0,1135000.0,183.0,92.0,92.0,11.0,0.0,0.0,1.0
580000.0,9.561822,1.3764207015600466E-6,580000.0,83.4998275862069,75.24985831118555,75.28191750393884,75.20191956384855,580000.0,1139368.0,183.0,92.0,92.0,11.0,0.0,0.0,1.0
590000.0,9.719639,1.422938101335118E-6,590000.0,83.5071186440678,75.2608500805821,75.29357101689193,75.21282611685952,590000.0,1139368.0,183.0,92.0,92.0,11.0,0.0,0.0,1.0
600000.0,9.90143,1.4784941925729312E-6,600000.0,83.528,75.29192850935709,75.32253835878102,75.2389494491949,600000.0,1181304.0,191.0,96.0,96.0,11.0,0.0,0.0,1.0
610000.0,10.054186,1.5258017680752605E-6,610000.0,83.53967213114754,75.30934587972413,75.3367590563869,75.25500836678816,610000.0,1197112.0,193.0,97.0,97.0,11.0,0.0,0.0,1.0
