learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,1.992555,1.6297270357608797E-8,100000.0,96.308,92.18430509059763,92.16634839804796,90.34947852680556,100000.0,31616.0,241.0,97.0,97.0,4.0,0.0,0.0,1.0
200000.0,3.267397,2.4460542756650187E-8,200000.0,96.56,92.7208445058253,92.71433412402575,91.01111851474411,200000.0,24752.0,491.0,204.0,204.0,2.0,0.0,0.0,1.0
300000.0,4.412549,2.8107992965314127E-8,300000.0,96.46066666666667,92.51611898598938,92.51832018038331,90.76109182350535,300000.0,12312.0,694.0,271.0,271.0,1.0,0.0,0.0,1.0
400000.0,5.648316,4.064254773780704E-8,400000.0,96.381,92.34950314360674,92.34819012178619,90.54220921344054,400000.0,39208.0,907.0,342.0,342.0,3.0,0.0,0.0,1.0
500000.0,6.950513,4.6687509810758966E-8,500000.0,96.3678,92.31760644904878,92.30870220731481,90.50146968064522,500000.0,17944.0,1088.0,404.0,404.0,2.0,0.0,0.0,1.0
600000.0,8.269639,6.093847895248069E-8,600000.0,96.283,92.13315744571827,92.12839101799365,90.27981171548116,600000.0,41760.0,1300.0,482.0,482.0,4.0,0.0,0.0,1.0
700000.0,9.472697,7.332800101488828E-8,700000.0,96.31171428571429,92.19249290131073,92.1910822631283,90.34996243594489,700000.0,39808.0,1485.0,537.0,537.0,4.0,0.0,0.0,1.0
800000.0,10.606378,8.01110753437711E-8,800000.0,96.2825,92.13022044000053,92.12723489641517,90.27052138097092,800000.0,23128.0,1731.0,634.0,634.0,2.0,0.0,0.0,1.0
900000.0,11.678489,1.0238164328038691E-7,900000.0,96.31933333333333,92.20981091989701,92.2066372743228,90.36928497915467,900000.0,80296.0,1967.0,734.0,734.0,5.0,0.0,0.0,1.0
1000000.0,12.854266,1.0928031755611299E-7,1000000.0,96.3048,92.17838670660218,92.17557938869068,90.3292331850301,1000000.0,22680.0,2158.0,782.0,782.0,2.0,0.0,0.0,1.0
1100000.0,14.046905,1.1307901971042155E-7,1100000.0,96.295,92.15602186898738,92.15211664664015,90.29899240914901,1100000.0,12312.0,2365.0,842.0,842.0,1.0,0.0,0.0,1.0
1200000.0,15.152263,1.2001290274577007E-7,1200000.0,96.31683333333334,92.20280643603076,92.19836122869015,90.35662466590301,1200000.0,24248.0,2512.0,866.0,866.0,3.0,0.0,0.0,1.0
1300000.0,16.317639,1.236234703949756E-7,1300000.0,96.29238461538462,92.15198636819652,92.15209618277855,90.29599832491766,1300000.0,11976.0,2672.0,888.0,888.0,1.0,0.0,0.0,1.0
1400000.0,17.452074,1.3209680029294556E-7,1400000.0,96.31671428571428,92.20544911042049,92.20674802584351,90.36623117981254,1400000.0,28872.0,2869.0,959.0,959.0,4.0,0.0,0.0,1.0
1500000.0,18.572653,1.378738196566701E-7,1500000.0,96.28653333333334,92.14040068298026,92.13977989351689,90.28403778797986,1500000.0,19928.0,3075.0,1023.0,1023.0,2.0,0.0,0.0,1.0
1600000.0,19.643687,1.4085073775715298E-7,1600000.0,96.2929375,92.15638020141718,92.15345172453937,90.30583059025041,1600000.0,10744.0,3258.0,1065.0,1065.0,1.0,0.0,0.0,1.0
1700000.0,20.673987,1.5434189333683914E-7,1700000.0,96.28564705882353,92.1402654565559,92.13695818929878,90.2853142764833,1700000.0,50616.0,3484.0,1149.0,1149.0,4.0,0.0,0.0,1.0
1800000.0,21.710756,1.6116093764288557E-7,1800000.0,96.29455555555556,92.15969736798407,92.15692269339587,90.30898835590764,1800000.0,25424.0,3693.0,1216.0,1216.0,2.0,0.0,0.0,1.0
1900000.0,22.833622,1.7538314381821288E-7,1900000.0,96.28405263157894,92.1382678130988,92.13595531273842,90.285318795871,1900000.0,48960.0,3854.0,1245.0,1245.0,4.0,0.0,0.0,1.0
2000000.0,23.895061,1.872500425659948E-7,2000000.0,96.28865,92.14838169544922,92.14881365397959,90.30054751917623,2000000.0,43216.0,4073.0,1322.0,1322.0,4.0,0.0,0.0,1.0
