learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,2.020443,1.719859337434173E-8,100000.0,96.331,92.22628421272067,92.27871543415127,90.37513116474291,100000.0,32904.0,190.0,48.0,48.0,4.0,0.0,0.0,1.0
200000.0,3.150127,2.6241979191286702E-8,200000.0,96.5485,92.69024386873423,92.7071227840345,90.9551886792453,200000.0,30944.0,348.0,82.0,82.0,4.0,0.0,0.0,1.0
300000.0,4.348615,2.789640440502101E-8,300000.0,96.48833333333333,92.56523420181287,92.5728264854347,90.8082782208107,300000.0,5336.0,519.0,110.0,110.0,0.0,0.0,0.0,1.0
400000.0,5.409219,4.3812582209292394E-8,400000.0,96.368,92.31593879905446,92.32321951322616,90.51003344481605,400000.0,58008.0,723.0,173.0,173.0,4.0,0.0,0.0,1.0
500000.0,6.489052,4.884094645786618E-8,500000.0,96.35679999999999,92.29629565970033,92.30164566270254,90.48429982604698,500000.0,18000.0,891.0,212.0,212.0,2.0,0.0,0.0,1.0
600000.0,7.593585,5.21670005304946E-8,600000.0,96.30316666666666,92.17760426306002,92.17984832833284,90.33852828183393,600000.0,11640.0,1090.0,275.0,275.0,1.0,0.0,0.0,1.0
700000.0,8.633869,8.824660113288298E-8,700000.0,96.39942857142857,92.38210049908385,92.38807412597549,90.59331111417983,700000.0,134064.0,1310.0,365.0,365.0,8.0,0.0,0.0,1.0
800000.0,9.723386,8.975059983424016E-8,800000.0,96.32125,92.21941499419482,92.22793822491708,90.3956609142887,800000.0,5336.0,1472.0,392.0,392.0,0.0,0.0,0.0,1.0
900000.0,10.748393,9.486519964204897E-8,900000.0,96.34700000000001,92.27295523201806,92.2812347394914,90.45771173158415,900000.0,19288.0,1669.0,455.0,455.0,2.0,0.0,0.0,1.0
1000000.0,11.826209,9.801711397038568E-8,1000000.0,96.3248,92.22364675286686,92.23061246924124,90.39790986283475,1000000.0,11304.0,1871.0,516.0,516.0,1.0,0.0,0.0,1.0
1100000.0,12.870826,1.0681839336744616E-7,1100000.0,96.34854545454546,92.27325023769906,92.27870926070457,90.45775049414627,1100000.0,32568.0,2069.0,581.0,581.0,3.0,0.0,0.0,1.0
1200000.0,13.945566,1.1318653006313578E-7,1200000.0,96.37891666666667,92.33908842021675,92.34200415917662,90.53874275213218,1200000.0,22904.0,2271.0,654.0,654.0,3.0,0.0,0.0,1.0
1300000.0,15.013895,1.2275361278404796E-7,1300000.0,96.34953846153846,92.27840798320773,92.28530833731618,90.46918995344653,1300000.0,34616.0,2445.0,696.0,696.0,2.0,0.0,0.0,1.0
1400000.0,16.050481,1.2596516328553363E-7,1400000.0,96.35421428571429,92.28837882086816,92.29432563082935,90.48323131224049,1400000.0,11976.0,2669.0,788.0,788.0,1.0,0.0,0.0,1.0
1500000.0,17.088725,1.303486249595881E-7,1500000.0,96.29986666666667,92.17525026702555,92.18092270240115,90.34410289509898,1500000.0,16320.0,2821.0,808.0,808.0,1.0,0.0,0.0,1.0
1600000.0,18.084323,1.3505685675889257E-7,1600000.0,96.311375,92.19856539953665,92.20297781829231,90.37286432488688,1600000.0,18280.0,2959.0,820.0,820.0,2.0,0.0,0.0,1.0
1700000.0,19.112816,1.4680871931836013E-7,1700000.0,96.29505882352942,92.16387918568937,92.16825372351141,90.32999966223166,1700000.0,44168.0,3125.0,853.0,853.0,4.0,0.0,0.0,1.0
1800000.0,20.156207,1.757620615574221E-7,1800000.0,96.298,92.16948814841336,92.1724329524644,90.33439993965888,1800000.0,107264.0,3323.0,910.0,910.0,5.0,0.0,0.0,1.0
1900000.0,21.171369,1.8199778528470135E-7,1900000.0,96.31005263157894,92.19418340076987,92.19460439183622,90.36108964823181,1900000.0,23744.0,3541.0,1000.0,1000.0,3.0,0.0,0.0,1.0
2000000.0,22.24605,2.062434182647202E-7,2000000.0,96.2985,92.16933746845223,92.16963430087304,90.33085128475727,2000000.0,87208.0,3740.0,1056.0,1056.0,4.0,0.0,0.0,1.0
